Name,Slug,Description,Url,Categories,Tags,Phone number,Email,Social links,Address,Logo,Logo url,Image,Image url,Is active,Is featured,Ordering,Is no follow,Additional images,Video url,Logo alt text,Image alt text,SEO Title,SEO Description,Created at,Updated at
Quikfits Wellness and Fitness,quikfits-wellness-and-fitness,"Boutique gym on Moffett Road led by TJ, a trainer with physical therapy background, offering personalized workout plans, high-energy classes, and nutrition guidance",https://quikfitsmobile.com,Mobile,,(251) 298-5500,,,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7io19C6bafpkDzaWNMrD0ZBIxygKBMdCn0w&s,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 5:52:00
Cunningham Bounds,cunningham-bounds,"Premier personal injury law firm established in 1958 with billions recovered for clients, specializing in car accidents, medical malpractice, and class actions",https://cunninghambounds.com,Mobile,,(251) 471-6191,,,,,https://www.google.com/s2/favicons?domain=cunninghambounds.com&sz=256,,https://www.cunninghambounds.com/assets/Social-Share.jpg,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-06 5:51:05
Helmsing Leach,helmsing-leach,"Full-service law firm with nearly 50 years in Mobile specializing in corporate law, litigation, creditor's rights, medical malpractice, and product liability defense",https://helmsinglaw.com,Mobile,,(251) 432-5521,,,,,https://www.google.com/s2/favicons?domain=helmsinglaw.com&sz=256,,https://helmsinglaw.com/wp-content/uploads/2022/03/lacledeback-1-1024x332-2.png,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 6:03:00
Lindsey & Waldo CPA,lindsey-waldo-cpa,"Trusted CPA firm on Boulevard Park offering personal and business tax preparation, investment guidance, and financial planning with over a decade of client relationships",https://lindseywaldo.com,Mobile,Family,(251) 345-6147,,,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0w4lO2zKykB8wk0mSP1xXZP19Yvb7E0ZYmQ&s,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 6:00:15
Accelerated Accounting,accelerated-accounting,"Full-service accounting firm on Three Notch Road providing tax preparation, business bookkeeping, payroll services, and financial education with a patient knowledgeable team",https://acceleratedaccounting.com,Mobile,,(251) 666-6144,,,,,https://domainmarket.imgix.net/images/favicons/DM_favicon-192x192.svg,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLeuE6q9bzV2s4dkQ_z3j_ScI4M4AOXmYPCQ&s,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 6:10:25
Scully Law PC,scully-law-pc,Respected general practice law firm in Mobile with experienced attorneys handling a broad range of civil and business legal matters for individuals and companies,https://scullylaw.com,Mobile,Family,(251) 432-8100,,,,,,,https://www.scullylawpc.com/wp-content/uploads/2017/05/scully-family-300x226.jpg,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 5:51:17
University of South Alabama,university-of-south-alabama,"Major public research university with over 14,000 students offering undergraduate and graduate programs in medicine, engineering, business, and education",https://southalabama.edu,Mobile,,(251) 460-6101,,,,,https://www.google.com/s2/favicons?domain=southalabama.edu&sz=256,,https://www.southalabama.edu/aboutusa/images/alumni1.jpg,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 3:10:47
University of Mobile,university-of-mobile,"Private Christian university on College Parkway with small class sizes, top-rated dorms, welcoming faculty, and programs in nursing, music, education, and business",https://umobile.edu,Mobile,"Non-profit, Christian",(251) 675-5990,,,,,https://umobile.edu/wp-content/uploads/2025/05/UMB_Favicon-300x300-1.png,,https://umobile.edu/wp-content/uploads/2025/02/201-Logo-plain-1.png,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-06 5:51:06
Bishop State Community College,bishop-state-community-college,"Two-year community college on Broad Street offering affordable associate degrees, technical programs, and career training with a friendly supportive staff",https://bishop.edu,Mobile,,(251) 405-7000,,,,,https://www.google.com/s2/favicons?domain=bishop.edu&sz=256,,https://www.bishop.edu/assets/uploads/share-images/Meta-Image.jpg,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-06 5:51:06
Spring Hill College,spring-hill-college,"Historic Jesuit liberal arts college founded in 1830, the oldest Catholic college in the Southeast, offering small classes and a beautiful campus in Spring Hill",https://shc.edu,Mobile,"Non-profit, Christian",(251) 380-4000,,,,,https://www.shc.edu/wp-content/uploads/fbrfg/apple-touch-icon.png,,https://www.shc.edu/wp-content/uploads/2021/08/shc-logo.jpg,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-06 5:51:06
Alabama School of Mathematics and Science,alabama-school-of-mathematics-and-science,"Prestigious public residential high school for gifted students offering advanced STEM curriculum, college-level coursework, and research opportunities",https://asms.net,Mobile,,(251) 441-2100,,,,,https://www.google.com/s2/favicons?domain=asms.net&sz=256,,https://www.asms.net/assets/uploads/2025_ASMS_Spring_1626-1.jpg,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-06 5:51:06
Malaga Inn,malaga-inn,"Charming boutique hotel in twin 1862 townhouses with antique-furnished rooms, courtyard fountain, rocking-chair porches, and a prime downtown location near Mardi Gras routes",https://malagainn.com,Mobile,Family,(251) 438-4701,,,,,https://www.google.com/s2/favicons?domain=malagainn.com&sz=256,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGvEEq81-uKCZ3011d1_0Gvp2MH-wvSkVoEw&s,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 5:59:29
The Kate Shepard House,the-kate-shepard-house,"Elegant bed and breakfast in a historic home near ASMS offering beautifully decorated rooms, complimentary snacks, a grand piano, and warm personalized hospitality",https://kateshepardhouse.com,Mobile,,(251) 479-7048,,,,,https://www.google.com/s2/favicons?domain=kateshepardhouse.com&sz=256,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFQDo5wtwCuJ-jrsQGcZQb-LWd4Ceq9OcXGA&s,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 3:44:08
The Battle House Renaissance Mobile Hotel,the-battle-house-renaissance-mobile-hotel,"Grand historic luxury hotel originally built in 1852 on Royal Street with full-service spa, rooftop pool, fine dining, and stunning architecture in the heart of downtown",https://marriott.com,Mobile,,(251) 338-2000,,,,,https://www.google.com/s2/favicons?domain=marriott.com&sz=256,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPrtpYyIg4uB1lJsh13NmPbWOOl66CXmtvMA&s,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 5:45:55
Hampton Inn Mobile Downtown Historic District,hampton-inn-mobile-downtown-historic-district,"Modern hotel in the downtown historic district offering free breakfast, an outdoor pool, easy walking access to restaurants, museums, and the cruise terminal",https://hilton.com,Mobile,,(251) 432-4422,,,,,https://www.google.com/s2/favicons?domain=hilton.com&sz=256,,https://www.hilton.com/im/en/MOBDTHX/4431646/01webhim-front-ext.jpg?impolicy=crop&cw=1938&ch=1085&gravity=NorthWest&xposition=0&yposition=207&rw=768&rh=430,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 6:04:55
Homewood Suites Mobile,homewood-suites-mobile,"All-suite extended stay hotel near the airport with full kitchens, free hot breakfast, evening social with dinner, outdoor pool, and spacious comfortable rooms",https://hilton.com,Mobile,,(251) 445-4949,,,,,https://www.google.com/s2/favicons?domain=hilton.com&sz=256,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEnlAJCegXTBZOTxHWj1UOvXYHpPXRMc31-w&s,1,,0,,,,,,,,2026-02-06 5:44:16,2026-02-14 6:01:53
